id,frameTime,voiceProb_sma_max,voiceProb_sma_min,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_skewness,voiceProb_sma_kurtosis,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_max,HNR_sma_min,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_skewness,HNR_sma_kurtosis,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_max,F0_sma_min,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_skewness,F0_sma_kurtosis,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_max,jitterLocal_sma_min,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_skewness,jitterLocal_sma_kurtosis,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_max,jitterDDP_sma_min,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_skewness,jitterDDP_sma_kurtosis,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,jitterLocEnv_sma_max,jitterLocEnv_sma_min,jitterLocEnv_sma_range,jitterLocEnv_sma_linregc1,jitterLocEnv_sma_linregerrA,jitterLocEnv_sma_stddev,jitterLocEnv_sma_skewness,jitterLocEnv_sma_kurtosis,jitterLocEnv_sma_amean,jitterLocEnv_sma_duration,jitterLocEnv_sma_upleveltime0.0,jitterLocEnv_sma_downleveltime0.0,jitterDEnv_sma_max,jitterDEnv_sma_min,jitterDEnv_sma_range,jitterDEnv_sma_linregc1,jitterDEnv_sma_linregerrA,jitterDEnv_sma_stddev,jitterDEnv_sma_skewness,jitterDEnv_sma_kurtosis,jitterDEnv_sma_amean,jitterDEnv_sma_duration,jitterDEnv_sma_upleveltime0.0,jitterDEnv_sma_downleveltime0.0,shimmerLocal_sma_max,shimmerLocal_sma_min,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_skewness,shimmerLocal_sma_kurtosis,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,shimmerLocEnv_sma_max,shimmerLocEnv_sma_min,shimmerLocEnv_sma_range,shimmerLocEnv_sma_linregc1,shimmerLocEnv_sma_linregerrA,shimmerLocEnv_sma_stddev,shimmerLocEnv_sma_skewness,shimmerLocEnv_sma_kurtosis,shimmerLocEnv_sma_amean,shimmerLocEnv_sma_duration,shimmerLocEnv_sma_upleveltime0.0,shimmerLocEnv_sma_downleveltime0.0,pcm_intensity_sma_max,pcm_intensity_sma_min,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_skewness,pcm_intensity_sma_kurtosis,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,speakingRate_sma_max,speakingRate_sma_min,speakingRate_sma_range,speakingRate_sma_linregc1,speakingRate_sma_linregerrA,speakingRate_sma_stddev,speakingRate_sma_skewness,speakingRate_sma_kurtosis,speakingRate_sma_amean,speakingRate_sma_duration,speakingRate_sma_upleveltime0.0,speakingRate_sma_downleveltime0.0,label
29758-006,0.0,0.9203819999999999,0.2551962,0.6651859,-0.004925115,0.1241195,0.18691370000000002,-0.28461770000000003,1.909603,0.6469398000000001,65,64,1,24.4786,-14.54936,39.02796,-0.3237536,6.846467,10.79026,0.04076266,1.7873459999999999,5.300247,65,64,1,198.152,42.50747,155.6445,-0.8567348,28.13267,40.20139,-1.0157559999999999,3.3928480000000003,144.7995,57,56,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.336016e-06,4.575653e-09,8.33144e-06,-1.311189e-08,1.417564e-06,1.9897130000000003e-06,2.0815069999999998,6.4896519999999995,1.176336e-06,65,64,1,5.0,0.8333333,4.1666669999999995,0.10997149999999999,0.5460224,1.039569,0.9790995000000001,3.396536,2.884615,26,25,1,0
61496-000,0.0,0.749954,0.136755,0.6131989000000001,-0.0001666638,0.09935535,0.12601120000000002,-0.3493833,2.658837,0.4517294,200,199,1,460.517,-19.06927,479.5863,0.3515949,38.00499,67.9458,3.568946,17.01002,18.250239999999998,200,199,1,442.6187,26.63342,415.9853,1.328699,60.03904,98.81667,1.629546,4.913478,134.5743,117,116,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.893995e-06,3.235392e-10,2.8936709999999998e-06,-3.4721970000000004e-09,2.568299e-07,4.851343e-07,3.3915019999999996,15.13561,2.428074e-07,200,199,1,12.5,1.666667,10.83333,0.0394429,1.514723,2.59659,-0.31955059999999996,2.036266,8.478261,161,160,1,0
80292-006,0.0,0.9770201999999999,0.28602059999999996,0.6909996,0.0005715388,0.12668510000000002,0.16429960000000002,-1.269244,4.194762,0.8013746,96,95,1,37.501090000000005,-10.802439999999999,48.303540000000005,0.0505022,9.494685,11.9684,-0.2170754,2.413824,15.947320000000001,96,95,1,477.6474,111.6959,365.9515,-3.232556,41.36549,106.3149,0.02744535,1.686268,318.1685,92,91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.4332750000000001e-05,2.5486220000000005e-09,1.43302e-05,1.7060400000000004e-08,2.482775e-06,3.283507e-06,1.536651,4.527867,2.458248e-06,96,95,1,5.0,0.8333333,4.1666669999999995,0.06341284,0.6151116,1.2931780000000002,-0.41518720000000003,1.5544930000000001,3.8596489999999997,57,56,1,3
76373-004,0.0,0.8865328000000001,0.03706717,0.8494655999999999,1.9474120000000002e-05,0.1364885,0.16856229999999997,0.22958720000000002,2.5812939999999998,0.4632361,575,574,1,460.517,-21.26841,481.7854,0.0177092,114.5972,146.1989,1.696854,4.436485,75.95997,575,574,1,484.9598,38.3693,446.5905,-0.24192460000000002,73.88873000000001,94.8697,0.7715456,3.241549,195.9429,341,340,1,0.7723982,0.25746610000000003,0.5149322000000001,0.0003514156,0.0170082,0.05349296,-8.420525999999999,75.66452,0.7656228,114,113,1,0.7723982,0.25746610000000003,0.5149322000000001,0.0003514156,0.0170082,0.05349296,-8.420525999999999,75.66452,0.7656228,114,113,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.38802309999999995,0.0642645,0.32375859999999995,0.001312281,0.0402106,0.09853511,-0.02955169,1.09806,0.28912899999999997,227,226,1,0.38802309999999995,0.0642645,0.32375859999999995,0.001312281,0.0402106,0.09853511,-0.02955169,1.09806,0.28912899999999997,227,226,1,2.2610570000000002e-07,1.570383e-11,2.2609e-07,2.020535e-11,1.416758e-08,2.596561e-08,4.910004,34.00013,1.4225700000000001e-08,575,574,1,12.5,0.8333333,11.66667,0.01252184,1.4679879999999998,2.592418,-0.02805273,2.344442,7.947761,536,535,1,3
82975-010,0.0,0.7554571,0.3357159,0.41974120000000004,-0.01576059,0.06272898,0.1386747,0.05573039,1.3921629999999998,0.5366486,26,25,1,460.517,-6.128916,466.6459,17.83099,84.88935,168.8797,1.066824,2.617914,126.5643,26,25,1,358.8438,78.46218,280.3817,-7.700877,40.66265,69.95394,0.1217404,2.9877689999999997,196.705,20,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.342088e-06,5.330501e-09,1.3367580000000002e-06,-1.9366759999999997e-08,2.681618e-07,4.1212359999999994e-07,2.012989,5.5707949999999995,2.459608e-07,26,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
87083-008,0.0,0.8438860999999999,0.1284943,0.7153918,0.001096965,0.1089768,0.1434094,0.1849799,2.974844,0.44825519999999996,205,204,1,460.517,-30.37342,490.8904,0.2667972,21.1726,51.00458,6.132214,45.32643,3.9299809999999997,205,204,1,484.635,18.94612,465.6889,1.966452,59.09069,102.3394,2.3478310000000002,7.925585000000001,109.6408,109,108,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.109234e-06,1.0176139999999998e-09,7.1082159999999996e-06,-1.0233840000000001e-08,7.404939e-07,1.252954e-06,1.958027,8.121756,1.168422e-06,205,204,1,8.333333,1.666667,6.6666669999999995,0.009312378,1.513814,1.7574720000000001,-0.404711,2.132616,5.684931,146,145,1,0
71834-001,0.0,0.9450736999999999,0.137146,0.8079276,-0.0001167408,0.1140433,0.1439308,-0.4046877,2.755801,0.5637112,775,774,1,460.517,-23.6895,484.2065,-0.0411549,29.8515,62.80294,4.335873,23.43196,17.09807,775,774,1,462.9267,27.705820000000003,435.2209,0.10116460000000001,62.953480000000006,84.51624,1.5039049999999998,4.807549,145.8306,643,642,1,0.05902935,0.01967645,0.0393529,1.0366769999999998e-05,0.0008241563,0.003227663,-10.78239,123.2582,0.05870854,184,183,1,0.05902935,0.01967645,0.0393529,1.0366769999999998e-05,0.0008241563,0.003227663,-10.78239,123.2582,0.05870854,184,183,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.18223889999999998,0.002568056,0.1796709,-0.0006105224,0.03816647,0.08857222,-0.2829791,1.087788,0.1049912,428,246,182,0.18223889999999998,0.002568056,0.1796709,-0.0006105224,0.03816647,0.08857222,-0.2829791,1.087788,0.1049912,428,246,182,1.23186e-05,3.751374e-10,1.2318219999999998e-05,-3.066771e-10,1.189469e-06,1.7087100000000001e-06,2.559536,11.31799,1.123171e-06,775,774,1,11.66667,0.8333333,10.83333,0.004589861,1.848237,2.427469,0.4793585999999999,2.046513,4.818841,736,735,1,0
56896-031,0.0,0.9232376,0.2175098,0.7057278,-0.0001058399,0.1199441,0.14337550000000002,-0.3452183,2.288753,0.6423973000000001,446,445,1,460.517,-11.86828,472.3853,-0.05662813,43.27783,81.21114,3.7594190000000003,17.545279999999998,30.430640000000004,446,445,1,492.3076,34.861740000000005,457.4459,-0.02275269,63.08752,87.45586999999999,1.5654780000000001,5.48666,161.9166,406,405,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.4215710000000001e-06,1.408743e-10,1.42143e-06,-1.315181e-10,1.541276e-07,2.2362179999999998e-07,2.698719,11.933910000000001,1.4751089999999998e-07,446,445,1,15.0,0.8333333,14.166670000000002,-0.00125885,2.182546,2.9432970000000003,1.094797,3.397449,5.055283,407,406,1,3
05068-010,0.0,0.9080186,0.20781129999999998,0.7002073,-0.004770946,0.1568019,0.20572600000000002,0.04719765,1.8855560000000002,0.5666873,54,53,1,460.517,-7.386117,467.9031,6.907146000000001,86.75038,147.9275,1.597259,3.9313290000000003,82.57175,54,53,1,331.6393,50.31446,281.3248,4.08579,42.94782,72.9005,-0.479918,2.190976,219.7867,37,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.187998e-06,2.624236e-09,1.185374e-06,-6.501179000000001e-09,1.946424e-07,2.984871e-07,1.917919,5.70746,2.083997e-07,54,53,1,2.5,0.8333333,1.666667,0.05952384,0.27301590000000003,0.45133549999999995,-2.618491,8.46694,2.333333,15,14,1,0
16486-000,0.0,0.8743453999999999,0.1439799,0.7303655,-0.0043076090000000004,0.1547412,0.20534410000000003,-0.09882729,1.941902,0.48047120000000004,66,65,1,308.6736,-20.8441,329.5176,1.022263,31.92718,59.42066,4.091739,19.398789999999998,11.74112,66,65,1,482.7173,49.15515,433.5621,-6.851078,86.06541,137.1671,0.3572953,1.7783759999999997,247.8585,46,45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.117971e-06,1.560604e-10,2.117815e-06,-1.5818020000000003e-09,5.001916e-07,6.249286e-07,1.586547,4.116255000000001,3.729237e-07,66,65,1,7.5,1.666667,5.8333330000000005,0.1221001,0.6484873000000001,1.22138,-0.1646901,4.756837,5.277778,27,26,1,0
47939-011,0.0,0.8841121999999999,0.19494370000000003,0.6891685000000001,-0.00200929,0.1510764,0.1977152,-0.07285751,1.63599,0.5836709,145,144,1,460.517,-19.357860000000002,479.8749,0.5952607,44.75377,80.1217,3.3042279999999997,13.55018,25.94606,145,144,1,250.1739,31.740029999999997,218.4339,-0.4592067,24.31306,40.75755,-0.12261300000000001,4.151312,126.058,98,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.789368e-06,3.693851e-10,6.788999e-06,-1.013355e-08,8.449277e-07,1.298216e-06,2.119857,7.035651,7.886099e-07,145,144,1,8.333333,0.8333333,7.5,0.02650495,1.58004,2.052188,0.7364724,2.044718,4.001572,106,105,1,0
87083-023,0.0,0.9042377,0.1732315,0.7310061999999999,-0.0008720389,0.1265416,0.1785207,-0.9837049999999999,3.5657050000000003,0.6932774,205,204,1,22.44442,-16.55317,38.99759,-0.05557461,6.6422039999999996,9.400089,-0.5286683000000001,2.99267,8.41116,205,204,1,168.1769,44.94594,123.231,-0.41768459999999996,18.936529999999998,33.41153,-0.37495850000000003,1.8242470000000002,125.7757,190,189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.824618000000001e-06,9.666483e-10,6.823651e-06,1.317178e-09,9.712172e-07,1.300647e-06,1.7521,6.002863,1.082341e-06,205,204,1,5.0,0.8333333,4.1666669999999995,0.002063782,0.5505463,0.8853576999999999,1.773679,5.484704,2.710843,166,165,1,0
82975-003,0.0,0.9309118000000001,0.1557059,0.7752059,-0.0002163961,0.15801310000000002,0.185079,-0.9217492,2.525129,0.7281586999999999,306,305,1,460.517,-17.12363,477.6406,-0.06879037,36.96958,74.47213,3.822428,17.76549,32.35567,306,305,1,352.0084,51.65728,300.3511,-0.1873295,26.915440000000004,48.91175,0.3359627,5.851573999999999,174.4285,275,274,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.3556870000000005e-06,2.0687919999999997e-09,5.353619e-06,-3.978712e-09,6.390509e-07,9.43461e-07,2.226293,8.304603,7.335994999999999e-07,306,305,1,7.5,0.8333333,6.6666669999999995,0.01440798,1.2064059999999999,1.8922970000000001,-1.255765,3.052236,6.254682,267,266,1,0
88947-002,0.0,0.8623898999999999,0.21110879999999999,0.6512811,0.003093792,0.08679513,0.1344483,-0.43015240000000005,3.014646,0.5804769000000001,96,95,1,305.5844,-15.55509,321.1395,-0.06578753,25.412770000000002,48.64048,3.5941629999999996,17.03262,15.64928,96,95,1,330.1232,29.165670000000002,300.9575,-0.6238098000000001,53.00825,65.29848,1.0661260000000001,3.5828,133.2644,79,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.37424e-06,2.587422e-09,6.371652e-06,-7.920523e-09,4.311372e-07,9.316096999999999e-07,4.637178,25.272560000000002,3.4525659999999996e-07,96,95,1,7.5,1.666667,5.8333330000000005,0.01577217,1.1465370000000001,1.358942,-0.01203628,2.729935,5.701755,57,56,1,0
52053-001,0.0,0.8892964,0.0776035,0.8116928000000001,-0.0001995302,0.1170702,0.15880970000000003,1.144017,4.890630000000001,0.3536058,125,124,1,460.517,-26.68785,487.2048,-1.489325,64.57243000000001,109.2991,2.8301540000000003,10.019960000000001,28.7152,125,124,1,309.3799,67.10984,242.2701,-1.1496540000000002,58.55882,68.49838000000001,-0.01674185,1.9053650000000002,171.6176,34,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.023557e-06,6.983602e-10,5.022859e-06,9.046463e-10,5.20482e-07,9.293494e-07,3.4016300000000004,14.496170000000001,3.9199300000000003e-07,125,124,1,6.6666669999999995,0.8333333,5.8333330000000005,0.03427048,0.6956730999999999,1.177116,-0.8953795,2.56786,4.273256,86,85,1,0
88947-010,0.0,0.5916598000000001,0.15825999999999998,0.43339979999999995,-0.0007616728,0.08710243,0.1100242,-0.2608355,2.348722,0.38105259999999996,71,70,1,149.0896,-29.550959999999996,178.6406,0.2715147,24.56042,43.81263,2.84346,9.444802000000001,2.560954,71,70,1,302.067,44.02156,258.0454,5.486383999999999,46.60055,74.34852,0.8287116,2.699977,134.7926,28,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.447378e-06,5.902971999999999e-09,4.441475e-06,-1.2720579999999999e-08,5.029934e-07,8.594978000000001e-07,3.096149,12.80617,4.5119379999999997e-07,71,70,1,8.333333,0.8333333,7.5,0.23002199999999998,0.9814309000000001,2.4468080000000003,0.5459961999999999,1.479587,4.21875,32,31,1,0
26753-016,0.0,0.8873503,0.17039010000000002,0.7169601999999999,-0.00032397810000000003,0.13667839999999998,0.16524589999999997,-0.9957414000000001,3.1824470000000002,0.6284413000000001,215,214,1,20.21414,-33.96601,54.18015,0.009119244,9.138199,10.77507,-0.8622766,3.026976,2.405061,215,214,1,248.1777,35.32009,212.8577,-0.23346979999999998,23.41167,36.20798,0.650378,4.292575,118.048,192,191,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.3829390000000004e-05,1.52865e-09,3.382786e-05,-3.689788e-08,3.2052749999999996e-06,5.771074e-06,3.101328,13.127820000000002,2.990783e-06,215,214,1,8.333333,0.8333333,7.5,0.01182222,1.2702790000000002,1.652591,0.3152209,2.425218,4.289773,176,175,1,0
81392-011,0.0,0.9667946,0.1259626,0.8408319,-0.0002571332,0.1838247,0.2165946,-0.6346129,2.1793709999999997,0.7066286999999999,596,595,1,460.517,-26.3696,486.8866,0.005033299000000001,18.6539,45.60406,6.296308,52.51559,18.594829999999998,596,595,1,492.3076,50.48109,441.8266,0.002931166,70.2425,93.59831,1.1855790000000002,4.027369,231.489,523,522,1,0.24216710000000002,0.08072235,0.16144470000000002,0.0004342724,0.0100293,0.02352737,-5.829554,36.92155,0.2379185,57,56,1,0.24216710000000002,0.08072235,0.16144470000000002,0.0004342724,0.0100293,0.02352737,-5.829554,36.92155,0.2379185,57,56,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01878321,0.006261069,0.01252214,-6.5168690000000004e-06,0.00048634970000000004,0.001196124,-6.567985,62.204919999999994,0.01823419,170,169,1,0.01878321,0.006261069,0.01252214,-6.5168690000000004e-06,0.00048634970000000004,0.001196124,-6.567985,62.204919999999994,0.01823419,170,169,1,9.911038999999999e-06,4.312513e-10,9.910608e-06,6.523637e-10,1.057974e-06,1.5124170000000002e-06,2.6279060000000003,11.23536,9.058348000000001e-07,596,595,1,13.333329999999998,1.666667,11.66667,0.01153511,1.321399,2.506293,0.36867659999999997,2.168218,7.558348,557,556,1,3
23789-002,0.0,0.8856115,0.162207,0.7234045,-0.002028584,0.1398231,0.1884855,-0.4388969,2.363639,0.5972415,125,124,1,161.6685,-18.44736,180.1158,-0.26210789999999995,19.5276,39.857859999999995,2.9594840000000002,10.63627,14.407979999999998,125,124,1,475.6905,23.41752,452.2729,-3.285164,61.49078000000001,126.3559,1.121245,2.921218,178.5976,104,103,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.589244e-06,5.700835e-10,6.588674e-06,-3.988087e-09,9.402189e-07,1.3174449999999998e-06,2.217283,7.566228999999999,7.881683000000001e-07,125,124,1,11.66667,0.8333333,10.83333,0.02720255,1.069601,1.620623,2.4169810000000003,11.161389999999999,3.255814,86,85,1,0
